timestamp,hostname,message_id,message
"May  1 00:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 00:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 00:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 00:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 00:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 00:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 00:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 00:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 01:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 01:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 01:00:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 01:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 01:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 01:25:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 01:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 01:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 01:50:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 02:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 02:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 02:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 02:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 02:40:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 02:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 02:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 03:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 03:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 03:03:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 03:05:02","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473091366>","Telnet Authentication request from IP address 98.8.170.101"
"May  1 03:05:03","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473091330>","TACACS+ server group TACPLUS (107.8.251.58) successfully authenticated user svc_DOCSIS_tools on line 0 priv level 15"
"May  1 03:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 03:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 03:27:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 03:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 03:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 03:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 03:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 04:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 04:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 04:11:31","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080552>","CHMON: Setting fan speed to level 20 (3885 RPM), previous level 18 (3712 RPM) - auto"
"May  1 04:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 04:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 04:26:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473091366>","Telnet Authentication request from IP address 98.8.170.101"
"May  1 04:26:51","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473091330>","TACACS+ server group TACPLUS (107.8.251.58) successfully authenticated user svc_DOCSIS_tools on line 0 priv level 15"
"May  1 04:26:53","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473085187>","CLI command:svc_DOCSIS_tools:98.8.170.101:show running-config full verbose"
"May  1 04:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 04:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 05:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 05:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 05:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 05:45:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 07:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 07:00:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 07:04:30","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473080381>","SpareGroupManager: Spare group leader 0 licensed ports 0: Spare group member 1 administratively up ports 96"
"May  1 07:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 07:15:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 07:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097480>","IPDR report interval missed."
"May  1 07:30:16","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097474>","<ipdr> [1.samis-1.time] Interval missed. Unable to start this scheduled interval since there are no active collectors."
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in PDU header                             = 84"
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Source ID in SNP header                          = 64747230 32777370 746D612E 3030"
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Router Warning: ISIS-PM:ISIS Database Manager received a Sequence Numbers PDU"
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Type in PDU header                               = 26"
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within PDU to start of TLV                = 76"
"May  1 07:42:35","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","containing an out-of-order LSP entry."
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Router Warning: ISIS-PM:ISIS Database Manager received a Sequence Numbers PDU"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","containing an out-of-order LSP entry."
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","PM entity index                                  = 1"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Receiving interface index                        = 0X10000123 (L3 - Link-agg 2.0)"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Level                                            = 1"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Type in PDU header                               = 26"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in PDU header                             = 84"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Source ID in SNP header                          = 64747230 32777370 746D612E 3030"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within PDU to start of TLV                = 76"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in TLV header                             = 124"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within TLV to start of LSP entry          = 94"
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","LSP ID in entry                                  = 17203122 4100000B "
"May  1 07:42:40","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Previous LSP ID in PDU (might be in earlier TLV) = 17203122 41010020 "
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Router Warning: ISIS-PM:ISIS Database Manager received a Sequence Numbers PDU"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","containing an out-of-order LSP entry."
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","PM entity index                                  = 1"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Receiving interface index                        = 0X10000123 (L3 - Link-agg 2.0)"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Level                                            = 1"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Type in PDU header                               = 26"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in PDU header                             = 84"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Source ID in SNP header                          = 64747230 32777370 746D612E 3030"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within PDU to start of TLV                = 76"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in TLV header                             = 124"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within TLV to start of LSP entry          = 94"
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","LSP ID in entry                                  = 17203122 4100000B "
"May  1 07:42:45","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Previous LSP ID in PDU (might be in earlier TLV) = 17203122 41010020 "
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Router Warning: ISIS-PM:ISIS Database Manager received a Sequence Numbers PDU"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","containing an out-of-order LSP entry."
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","PM entity index                                  = 1"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Receiving interface index                        = 0X10000123 (L3 - Link-agg 2.0)"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Level                                            = 1"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Type in PDU header                               = 26"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in PDU header                             = 84"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Source ID in SNP header                          = 64747230 32777370 746D612E 3030"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within PDU to start of TLV                = 76"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Length in TLV header                             = 124"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Offset within TLV to start of LSP entry          = 94"
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","LSP ID in entry                                  = 17203122 4100000B "
"May  1 07:42:50","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Previous LSP ID in PDU (might be in earlier TLV) = 17203122 41010020 "
"May  1 07:42:55","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Router Warning: ISIS-PM:ISIS Database Manager received a Sequence Numbers PDU"
"May  1 07:42:55","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","containing an out-of-order LSP entry."
"May  1 07:42:55","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","PM entity index                                  = 1"
"May  1 07:42:55","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Receiving interface index                        = 0X10000123 (L3 - Link-agg 2.0)"
"May  1 07:42:55","cts03wsptma.netops.charter.com","CMTS[CADANT]:<2473097254>","Level                                            = 1"
