776402799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 07:48:40 AM,536,millivolts,mV,Instantaneous,33305,65515,2518776402799999999,333052518776402799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 07:47:38 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776403419999999,333032518Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/04/2018 07:00:00 AM,61,universal coordinated time,UTC,Instantaneous,33264,65153,2518768655999999999,332642518768655999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/03/2018 07:00:00 PM,61,universal coordinated time,UTC,Instantaneous,33264,65153,2518769087999999999,332642518769087999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/03/2018 07:00:00 PM,0.3,universal coordinated time,UTC,Instantaneous,33265,65148,2518769087999999999,332652518769087999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/03/2018 01:00:00 PM,0.08,universal coordinated time,UTC,Instantaneous,33265,65147,2518769303999999999,332652518769303999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/03/2018 07:00:00 AM,59,universal coordinated time,UTC,Instantaneous,33264,65152,2518769519999999999,332642518769519999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/03/2018 07:00:00 AM,0.12,universal coordinated time,UTC,Instantaneous,33265,65146,2518769519999999999,332652518769519999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/03/2018 01:00:00 AM,0.57,universal coordinated time,UTC,Instantaneous,33265,65145,2518769735999999999,332652518769735999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/02/2018 07:00:00 PM,85,universal coordinated time,UTC,Instantaneous,33264,65151,2518769951999999999,332642518769951999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/02/2018 07:00:00 PM,0.21,universal coordinated time,UTC,Instantaneous,33265,65144,2518769951999999999,332652518769951999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/02/2018 01:00:00 PM,0.03,universal coordinated time,UTC,Instantaneous,33265,65143,2518770167999999999,332652518770167999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/02/2018 07:00:00 AM,41,universal coordinated time,UTC,Instantaneous,33264,65150,2518770383999999999,332642518770383999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/02/2018 07:00:00 AM,0,universal coordinated time,UTC,Instantaneous,33265,65142,2518770383999999999,332652518770383999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/02/2018 01:00:00 AM,0,universal coordinated time,UTC,Instantaneous,33265,65142,2518770599999999999,332652518770599999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/01/2018 07:00:00 PM,7,universal coordinated time,UTC,Instantaneous,33264,65150,2518770815999999999,332642518770815999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/01/2018 07:00:00 PM,0,universal coordinated time,UTC,Instantaneous,33265,65144,2518770815999999999,332652518770815999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,05/01/2018 01:00:00 PM,0,universal coordinated time,UTC,Instantaneous,33265,65143,2518771031999999999,332652518771031999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,05/01/2018 07:00:00 AM,3,universal coordinated time,UTC,Instantaneous,33264,65150,2518771247999999999,332642518771247999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
