rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Moody's Investors Service,2017-12-15,Corporate,Aurizon Holdings Limited,,Instrument,BANK CREDIT FACILITY,,,2015-12-07,1425.00,true,WR,2015-12-07,WE,Instrument,,Senior Unsecured Bank Credit Facility,,,,823269012,NRSRO,823269012,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Toll Road Investors Partnership II, L.P.",,Instrument,REVENUE BONDS,88948ABS5,0.0,2040-02-15,72.30,true,Baa1,2013-05-21,UP,Instrument,,Backed Senior Unsecured,,,,809342976,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,LyondellBasell Industries N.V.,,Instrument,GLOBAL NOTES,552081AK7,5.75,2024-04-15,1000.00,true,Baa2,2013-05-29,UP,Instrument,,Senior Unsecured,,,,,,,,0001489393,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR DEBENTURES,075887AQ2,6.7,2028-08-01,200.00,false,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR DEBENTURES,075887AQ2,6.7,2028-08-01,200.00,true,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR DEBENTURES,075887AQ2,6.7,2028-08-01,200.00,true,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Eversource Energy,SJ7XXD41SQU3ZNWUJ746,Instrument,SR NOTES,30040WAB4,3.35,2026-03-15,250.00,true,Baa1,2016-03-07,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"NTT DOCOMO, INC.",,Instrument,JAPAN BONDS,,1.96,2018-06-20,80000.00,true,Aa3,2014-12-03,DG,Instrument,,Senior Unsecured,,,,,,820972938,NRSRO,0001166141,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Magyar Telecom B.V.,,Instrument,GTD SR SEC GLOBAL NOTES,,9.5,2016-12-15,345.00,true,WR,2013-12-13,WO,Instrument,,Backed Senior Secured,,,,821892474,NRSRO,821892474,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Home Depot, Inc. (The)",QEKMOTMBBKA8I816DO57,Instrument,NOTES,437076BM3,3.0,2026-04-01,1300.00,true,A2,2016-02-03,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Total Merchant Services, Inc.",5493000424E8F16UKH27,Instrument,SR SEC 1ST LIEN TERM LOAN B,89154EAB2,,2020-12-05,160.00,true,B2,2014-11-04,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AU3,5.0,2019-05-15,500.00,true,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Sistema Joint Stock Financial Corporation,,Other,LT Corporate Family Ratings,,,,,false,B1,2014-11-18,DG,Organization,,LT Corporate Family Ratings,,,,600063615,NRSRO,600063615,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Barrick North America Finance LLC,,Instrument,GTD GLOBAL BONDS,06849RAB8,6.8,2018-09-15,500.00,true,Baa2,2013-04-24,DG,Instrument,,Backed Senior Unsecured,,,,,,,,0001435942,,,,,,
Moody's Investors Service,2017-12-15,Corporate,EDP Sao Paulo Distribuicao de Energia S.A.,,Instrument,BRAZILIAN DEBENTURES,,,2016-07-01,390.00,false,Aa2.br,2012-06-15,HS,Instrument,,Subordinate,,,,822110615,NRSRO,822110615,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Union Pacific Railroad Company,,Instrument,PASS-THRU CTFS,907833AJ6,8.0,2021-01-10,193.32,true,Aa2,2014-04-17,UP,Instrument,,Equipment Trust,,,,,,,,0000100889,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Greenway Health, LLC",,Instrument,SR SEC REVOLVING CREDIT FACILITY,,,2018-06-17,25.00,true,B2,2013-06-25,NW,Instrument,,Senior Secured Bank Credit Facility,,,,823479288,NRSRO,823479288,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Public Service Company of Colorado,5BANEF6PGSEK0SNMQF44,Instrument,1ST MTGE GLOBAL NOTES,744448CC3,5.125,2019-06-01,400.00,false,A2,2012-06-15,HS,Instrument,,First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,PacifiCorp,SGY07Y7FNYBNLM6Z1M11,Instrument,1ST MTGE BONDS,695114BD9,6.75,2023-10-23,6.00,false,A2,2012-06-15,HS,Instrument,,Backed First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Reynolds American Inc.,02S2RPPVO9RP4NEU2740,Instrument,GTD GLOBAL NOTES,761713AR7,7.3,2015-07-15,199.40,true,WR,2013-10-17,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Hoover Group, Inc.",5493009558UBOUBNXP97,Instrument,SR SEC 1ST LIEN TERM LOAN,,,2021-01-28,222.25,true,B2,2015-01-06,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,824299852,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Gamenet S.p.A.,815600E12249DD563C29,Instrument,SR SEC GLOBAL NOTES,,7.25,2018-08-01,200.00,true,B1,2013-12-16,,Instrument,,Senior Secured,Changed to definitive from prospective,,,,,823510614,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,PizzaExpress Financing 1 plc,,Instrument,GTD SR GLOBAL NOTES,,8.625,2022-08-01,200.00,true,(P)Caa1,2014-07-24,NW,Instrument,,Backed Senior Unsecured,,,,824056521,NRSRO,824056521,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Tyco Electronics Group S.A.,C33G1C5SYE2YM95EE712,Instrument,GTD GLOBAL NOTES,902133AN7,2.375,2018-12-17,325.00,true,Baa2,2013-11-22,NW,Instrument,,Backed Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,TerraForm Power Operating LLC,,Instrument,GTD SR GLOBAL NOTES,88104LAB9,6.125,2025-06-15,300.00,true,B1,2015-07-14,NW,Instrument,,Senior Unsecured,,,,824618580,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Halliburton Company,ENYF8GB5SMQZ25S06U51,Instrument,DEBENTURES,406216AH4,8.75,2021-02-15,200.00,true,Baa1,2016-06-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Weatherford International Ltd. (Bermuda),549300A2JKMG5PGOGF82,Instrument,GTD NOTES,947075AC1,5.15,2013-03-15,500.00,true,WR,2013-03-15,WE,Instrument,,Backed Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"American Financial Group, Inc.",549300AFOM7IVKIU1G39,Instrument,SR DEBENTURES,025932203,7.125,2034-02-03,115.00,false,Baa2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"L Brands, Inc.",GR3KVMWVCR54YWQNXU90,Instrument,GTD NOTES,532716AS6,7.0,2020-05-01,400.00,false,Ba1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,BlueScope Steel (Finance) Limited,,Instrument,GTD GLOBAL BONDS,09628TAA7,6.5,2021-05-15,500.00,true,Ba1,2016-11-29,UP,Instrument,,Backed Senior Unsecured,,,,825019955,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BE8,2.675,2019-12-15,1250.00,true,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Reliance Rail Finance Pty Ltd,,Instrument,FLT RT AUSTRALIAN NOTES,,,2019-09-26,200.00,false,B1,2014-07-17,UP,Instrument,,Senior Secured - Underlying,,,,820043648,NRSRO,820043648,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,CONSOL Energy Inc.,549300JK3KH8PWM3B226,Instrument,GTD GLOBAL NOTES,20854PAF6,8.25,2020-04-01,1250.00,true,Caa1,2016-03-14,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
