rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Moody's Investors Service,2017-12-15,Corporate,"Longview Fibre Paper and Packaging, Inc.",,Instrument,SR SEC GLOBAL NOTES,543218AA9,8.0,2016-06-01,480.00,true,WR,2013-08-19,WE,Instrument,,Senior Secured,,,,,,,,0000060302,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Toll Road Investors Partnership II, L.P.",,Instrument,REVENUE BONDS,88948AAY3,0.0,2023-02-15,49.50,true,Baa1,2013-05-21,UP,Instrument,,Backed Senior Unsecured,,,,809337806,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Owens-Brockway Glass Container, Inc.",V2UQUCDZJ9WY98W8QU33,Instrument,SR SEC TERM LOAN A,,,2020-04-22,675.00,true,Baa3,2015-08-06,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,824650171,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Gazprom Neft PJSC,253400KXA9P2AN72P004,Other,LT Issuer Rating,,,,,false,Baa3,2012-06-15,HS,Organization,,LT Issuer Rating,,,,,,600036898,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Turkiye Sise ve Cam Fabrikalari A.S.,,Instrument,GTD SR GLOBAL NOTES,90016AAA8,4.25,2020-05-09,500.00,true,Ba1,2013-05-08,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,823405496,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Rite Aid Corporation,,Instrument,SR SEC 1ST LIEN NOTES,767754CB8,8.0,2020-08-15,650.00,true,Ba2,2015-03-10,UP,Instrument,,Senior Secured,,,,,,,,0000084129,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Wanda Properties Overseas Limited,,Instrument,GTD EUROBONDS,,4.875,2018-11-21,600.00,true,Baa3,2013-12-18,,Instrument,,Backed Senior Unsecured,Changed to definitive from prospective,,,823633291,NRSRO,823633291,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Nan Fung Treasury Limited,,Instrument,GTD HONG KONG MTNS,,3.85,2023-01-30,100.00,true,Baa3,2013-01-24,NW,Instrument,,Backed Senior Unsecured,,,,823297962,NRSRO,823297962,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,ERAC USA Finance LLC,LTKX5ODQW6Z7BQ2K1V47,Instrument,SR GLOBAL NOTES,26884TAA0,5.25,2020-10-01,650.00,true,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Viasystems, Inc.",,Instrument,GTD SR SEC GLOBAL NOTES,92552SAK3,7.875,2019-05-01,50.00,true,B1,2014-04-10,NW,Instrument,,Senior Secured,,,,,,,,0001041380,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Velocity Pooling Vehicle, LLC",,Instrument,SR SEC 1ST LIEN TERM LOAN,92257UAB6,,2021-05-14,295.00,true,Caa1,2016-04-19,DG,Instrument,,Senior Secured Bank Credit Facility,,,,823917380,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AU3,5.0,2019-05-15,500.00,true,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Car Rentals Subsidiary, S.L.U.",,Instrument,GTD SR SEC TERM LOAN A,,,2019-12-31,50.00,true,B2,2015-02-26,,Instrument,,Senior Secured Bank Credit Facility,Changed to definitive from prospective,,,824284411,NRSRO,824284411,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"NRG Energy, Inc.",5E2UPK5SW04M13XY7I38,Instrument,GTD SR NOTES,629377AX0,7.375,2017-01-15,1100.00,true,WR,2012-10-24,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Toll Road Investors Partnership II, L.P.",,Instrument,REVENUE BONDS,88948AAQ0,0.0,2015-02-15,34.80,true,Baa1,2013-05-21,UP,Instrument,,Backed Senior Unsecured,,,,809337798,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,PRICOA Global Funding I,,Instrument,GLOBAL MTNS,,4.95,2014-05-29,400.00,true,A1,2013-07-11,UP,Instrument,,Senior Secured,,,,820305983,NRSRO,820305983,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Prudential Financial, Inc.",5PRBRS5FEH7NREC8OR45,Instrument,MEDIUM TERM NOTES,74432AEH9,5.05,2015-12-15,1.05,true,Baa1,2013-07-11,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,NiSource Finance Corporation,ZHUWIE4VK4MIYES0UG62,Instrument,GTD NOTES,65473QAU7,10.75,2016-03-15,600.00,true,WR,2016-03-15,WE,Instrument,,Backed Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Tata Steel UK Holdings Limited,213800TR86P337IE8605,Instrument,GTD SR SEC TERM LOAN B1,,,2017-09-29,900.00,true,WR,2015-01-08,WO,Instrument,,Senior Secured Bank Credit Facility,,,,,,822293992,NRSRO,,,,,,,
