rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Moody's Investors Service,2017-12-15,Corporate,Telia Company AB,213800FSR9RNDUOTXO25,Instrument,EURO MEDIUM TERM NOTES,,1.625,2035-02-23,500.00,true,Baa1,2016-05-04,DG,Instrument,,Senior Unsecured,,,,,,824364997,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Seguros Sura S.A. (URUGUAY),,Other,Insurance Financial Strength,,,,,false,Baa2,2014-06-05,UP,Organization,,Insurance Financial Strength,,,,808003334,NRSRO,808003334,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Investors in the Community (Buxton) Ltd,2138009G6FANUH4UIW72,Instrument,GTD INDEX LINKED SECURED EUROBONDS,,3.0812,2033-09-30,64.77,true,A2,2013-01-17,DG,Instrument,,Backed Senior Secured,,,,,,10330738,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR DEBENTURES,075887AQ2,6.7,2028-08-01,200.00,false,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Genesis Energy LP,549300VJ5D6MDK138782,Instrument,GTD SR GLOBAL NOTES,37185LAB8,7.875,2018-12-15,100.00,true,WR,2015-06-21,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Hanover Insurance Group, Inc (The)",JJYR6MFKFF6CF8DBZ078,Instrument,SR NOTES,410867AC9,7.5,2020-03-01,200.00,false,Baa3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Digital Insight Corporation,,Instrument,SR SEC 2ND LIEN TERM LOAN,25385VAD5,,2020-10-16,215.00,true,Caa2,2013-10-11,NW,Instrument,,Senior Secured Bank Credit Facility,,,,823581254,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Genworth Global Funding Trust 2008-14,,Instrument,SR SEC MED TERM NOTES,37248JAU6,6.0,2033-04-15,9.35,false,A2,2012-06-15,HS,Instrument,,Backed Senior Secured,,,,,,,,0001431127,,,,,,
Moody's Investors Service,2017-12-15,Corporate,PacifiCorp,SGY07Y7FNYBNLM6Z1M11,Instrument,1ST MTGE BONDS,695114CC0,5.9,2034-08-15,14.00,false,A2,2012-06-15,HS,Instrument,,Backed First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Worldpay Group plc,,Other,Probability of Default,,,,,false,Ba2-PD,2015-11-03,NW,Organization,,Probability of Default,,,,824771166,NRSRO,824771166,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Euler Hermes SA,52990053AH5LF0YZWD07,Other,ST Insurance Financial Strength,,,,,false,P-1,2014-10-30,NW,Organization,,ST Insurance Financial Strength,,,,,,823309159,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Great-West Life & Annuity Insurance Co. of NY,0PLSTTA4SUBLGLKEJ576,Other,Insurance Financial Strength,,,,,false,Aa3,2012-06-15,HS,Organization,,Insurance Financial Strength,,,,,,809022948,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AV1,6.0,2039-05-15,250.00,false,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Exelon Generation Company, LLC",S2PEWKCZFFECR4533P43,Instrument,SR NOTES,30161MAF0,5.2,2019-10-01,600.00,true,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Hilong Holding Limited,,Other,LT Corporate Family Ratings,,,,,true,Ba3,2015-12-17,DG,Organization,,LT Corporate Family Ratings,,,,823410104,NRSRO,823410104,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Genesis Energy LP,549300VJ5D6MDK138782,Instrument,GTD SR GLOBAL NOTES,37185LAB8,7.875,2018-12-15,250.00,true,B2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Korea Specialty Contractor Financial Coop.,,Other,Insurance Financial Strength,,,,,true,A3,2014-06-05,NW,Organization,,Insurance Financial Strength,,,,823728408,NRSRO,823728408,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Genworth Seguros de Credito a la Vivienda,,Other,Insurance Financial Strength,,,,,false,WR,2016-01-08,WO,Organization,,Insurance Financial Strength,,,,820678033,NRSRO,820678033,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AX7,5.0,2040-11-12,300.00,false,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"PepsiCo, Inc.",FJSUNZKFNQ5YPJ5OT455,Instrument,SR NOTES,713448BR8,3.125,2020-11-01,1000.00,false,Aa3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,MTR Corporation (C.I.) Limited,,Instrument,GTD HONG KONG MTNS,,4.5,2015-05-11,500.00,true,WR,2015-05-11,WE,Instrument,,Backed Senior Unsecured,,,,,,808298827,NRSRO,0001159022,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Montgomery County Industrial Dev Auth, PA",,Instrument,REVENUE REFUNDING BONDS,613609TL0,5.25,2014-11-01,12.27,false,Baa1,2013-05-21,UP,Instrument,,Backed LT IRB/PC,,,,821050950,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Scientific Games International, Inc.",RLTHESQ0RNFQJWPBJN60,Instrument,GTD SR SUB GLOBAL NOTES,80874YAM2,6.25,2020-09-01,300.00,true,Caa1,2014-11-25,DG,Instrument,,Senior Subordinate,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Hartford Life Global Funding Trust 2005-119,,Instrument,SR SEC MED TERM NOTES,41659FFM1,5.45,2035-09-15,1.28,true,Baa2,2014-03-06,DG,Instrument,,Backed Senior Secured,,,,,,,,0001340103,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Toyota Finance Corporation,,Instrument,JAPAN BONDS,,1.8,2020-08-21,10000.00,true,Aa3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,808609271,NRSRO,808609271,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Comcast Corporation,51M0QTTNCGUN7KFCFZ59,Instrument,GTD GLOBAL NOTES,20030NAV3,6.95,2037-08-15,2000.00,true,A3,2013-02-13,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Fram Group Holdings Inc.,5493004IRIVO2EGMEK35,Instrument,GTD SR SEC 2ND LIEN TERM LOAN,35168LAE7,,2018-01-29,150.00,true,Caa2,2013-05-28,DG,Instrument,,Backed Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Engility Corporation,,Instrument,SR SEC 1ST LIEN TERM LOAN,,,,200.00,false,Ba1,2012-06-15,HS,Instrument,,Senior Secured Bank Credit Facility,,,,,,823170826,NRSRO,0001165037,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Sun Products Corporation,3IUM9XRQ568BZLJOVE58,Instrument,SR SEC REVOLVING CREDIT FACILITY,,,2014-04-01,53.55,false,Ba3,2012-08-01,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,823197268,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,GlaxoSmithKline Capital Plc,549300U0LV41VX7LEP38,Instrument,GTD EURO MTNS,,3.375,2027-12-20,600.00,true,A2,2014-08-01,DG,Instrument,,Backed Senior Unsecured,,,,,,823270798,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Macy's Retail Holdings, Inc.",549300JMONK27O4SQQ19,Instrument,GTD SR GLOBAL NOTES,55616XAF4,3.875,2022-01-15,550.00,false,Baa3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Boyd Gaming Corporation,,Instrument,SR SUB NOTES,09689RAA7,7.125,2016-02-01,250.00,false,Caa1,2012-06-15,HS,Instrument,,Senior Subordinate,,,,,,,,0000906553,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BF5,3.734,2024-12-15,1750.00,true,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Grupo Antolin-Irausa, S.A.",213800OILC5Q9AR63B63,Other,Probability of Default,,,,,true,Ba3-PD,2014-03-11,NW,Organization,,Probability of Default,,,,,,823676438,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,FMG Resources (August 2006) Pty Ltd,549300EFD6S2NFE9D745,Instrument,GTD GLOBAL NOTES,30251GAF4,6.375,2016-02-01,600.00,true,Ba2,2014-01-15,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Fage Dairy Industry S.A.,,Other,LT Corporate Family Ratings,,,,,true,WR,2012-10-11,WO,Organization,,LT Corporate Family Ratings,,,,600022557,NRSRO,600022557,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Toll Road Investors Partnership II, L.P.",,Instrument,REVENUE BONDS,88948ACC9,0.0,2049-02-15,79.10,false,Baa2,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,809342985,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BJ7,6.375,2019-08-01,700.00,true,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,LyondellBasell Industries N.V.,,Instrument,GLOBAL NOTES,552081AK7,5.75,2024-04-15,1000.00,true,Baa1,2013-08-08,UP,Instrument,,Senior Unsecured,,,,,,,,0001489393,,,,,,
Moody's Investors Service,2017-12-15,Corporate,P2 Upstream Acquisition Co.,,Instrument,SR SEC REVOLVING CREDIT FACILITY,69312TAB0,,2018-11-01,30.00,true,B2,2016-02-25,DG,Instrument,,Senior Secured Bank Credit Facility,,,,823595445,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Southern Gas Networks plc,549300SPX8573VZ2SK79,Instrument,EURO MEDIUM TERM NOTES,,2.013,2035-10-21,250.00,false,Baa1,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,808818194,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,EURONOTES,075887BP3,1.9,2026-12-15,500.00,true,Baa2,2016-12-01,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,EURONOTES,075887BN8,1.0,2022-12-15,500.00,true,Baa2,2016-12-01,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Agrokor D.D.,549300VND5TBKG610802,Instrument,GLOBAL NOTES,,10.0,2016-12-07,150.00,false,B2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,822429916,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Linn Energy, LLC",,Instrument,SR GLOBAL NOTES,536022AD8,11.75,2017-05-15,250.00,false,B2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,0001326428,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Envision Pharmaceutical Holdings, Inc.",549300PL98EUE3II6J91,Instrument,SR SEC 1ST LIEN TERM LOAN B,29410BAB4,,2020-09-24,405.00,true,WR,2015-06-24,WE,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"PulteGroup, Inc.",,Instrument,NOTES,745867AT8,6.0,2035-02-15,300.00,true,Ba1,2014-08-05,UP,Instrument,,Senior Unsecured,,,,,,,,0000822416,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Mueller Water Products, Inc.",549300F7ZU4P1F8V8L60,Instrument,GTD SR GLOBAL NOTES,624758AD0,8.75,2020-09-01,225.00,true,WR,2015-09-01,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,true,Ba2,2012-08-21,UP,Organization,,LT Corporate Family Ratings,,,,,,100135,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Gemdale International Investment Limited,,Instrument,GTD EURONOTES,,7.125,2017-11-16,350.00,true,WR,2015-10-12,WE,Instrument,,Backed Senior Unsecured,,,,823251472,NRSRO,823251472,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Wendy's Company,,Other,Probability of Default,,,,,false,B2-PD,2015-08-25,NW,Organization,,Probability of Default,,,,823576669,NRSRO,823576669,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,false,B1-PD,2015-09-22,DG,Organization,,Probability of Default,,,,,,100135,NRSRO,,,,,,,
